R1 [m],C [m],Bm [T]
0.9,0.55,25.384999999999998
0.9,0.5561224489795918,25.35648033982439
0.9,0.5622448979591838,25.328791073447285
0.9,0.5683673469387756,25.301859221072846
0.9,0.5744897959183674,25.275611802905246
0.9,0.5806122448979593,25.249975839148654
0.9,0.5867346938775511,25.224878350007216
0.9,0.5928571428571429,25.200246355685127
0.9,0.5989795918367348,25.176006876386538
0.9,0.6051020408163266,25.152086932315616
0.9,0.6112244897959184,25.128413543676523
0.9,0.6173469387755103,25.10491373067344
0.9,0.6234693877551021,25.081514513510527
0.9,0.6295918367346939,25.058142912391943
0.9,0.6357142857142858,25.034725947521867
0.9,0.6418367346938776,25.011190639104456
0.9,0.6479591836734694,24.987464007343878
0.9,0.6540816326530613,24.963489256177276
0.9,0.6602040816326531,24.93939772543753
0.9,0.6663265306122449,24.91544213295481
0.9,0.6724489795918367,24.89187721952588
0.9,0.6785714285714286,24.86895772594752
0.9,0.6846938775510204,24.846938393016515
0.9,0.6908163265306122,24.826073961529637
0.9,0.6969387755102041,24.806619172283657
0.9,0.7030612244897959,24.7888105211264
0.9,0.7091836734693877,24.77246487007964
0.9,0.7153061224489796,24.756979447339113
0.9,0.7214285714285714,24.7417332361516
0.9,0.7275510204081632,24.726105219763873
0.9,0.7336734693877551,24.70947438142271
0.9,0.7397959183673469,24.69121970437488
0.9,0.7459183673469387,24.670720171867167
0.9,0.7520408163265306,24.64736229802208
0.9,0.7581632653061224,24.62098444950658
0.9,0.7642857142857142,24.592125364431485
0.9,0.7704081632653061,24.561384027913537
0.9,0.7765306122448979,24.529359425069487
0.9,0.7826530612244897,24.496650541016074
0.9,0.7887755102040817,24.46385636087004
0.9,0.7948979591836735,24.431575869748144
0.9,0.8010204081632653,24.400408052767126
0.9,0.8071428571428572,24.37095189504373
0.9,0.813265306122449,24.3438063816947
0.9,0.8193877551020408,24.319570497836786
0.9,0.8255102040816327,24.298843228586726
0.9,0.8316326530612245,24.282223559061272
0.9,0.8377551020408163,24.270310474377172
0.9,0.8438775510204082,24.263702959651162
0.9,0.85,24.262999999999998
0.9081632653061225,0.55,25.285397103640094
0.9081632653061225,0.5561224489795918,25.256877443464486
0.9081632653061225,0.5622448979591838,25.22918817708738
0.9081632653061225,0.5683673469387756,25.20225632471294
0.9081632653061225,0.5744897959183674,25.17600890654534
0.9081632653061225,0.5806122448979593,25.15037294278875
0.9081632653061225,0.5867346938775511,25.125275453647312
0.9081632653061225,0.5928571428571429,25.100643459325223
0.9081632653061225,0.5989795918367348,25.076403980026633
0.9081632653061225,0.6051020408163266,25.05248403595571
0.9081632653061225,0.6112244897959184,25.028810647316618
0.9081632653061225,0.6173469387755103,25.005310834313537
0.9081632653061225,0.6234693877551021,24.981911617150622
0.9081632653061225,0.6295918367346939,24.95854001603204
0.9081632653061225,0.6357142857142858,24.935123051161963
0.9081632653061225,0.6418367346938776,24.91158774274455
0.9081632653061225,0.6479591836734694,24.887861110983973
0.9081632653061225,0.6540816326530613,24.86388635981737
0.9081632653061225,0.6602040816326531,24.839794829077626
0.9081632653061225,0.6663265306122449,24.815839236594904
0.9081632653061225,0.6724489795918367,24.792274323165977
0.9081632653061225,0.6785714285714286,24.769354829587616
0.9081632653061225,0.6846938775510204,24.74733549665661
0.9081632653061225,0.6908163265306122,24.726471065169733
0.9081632653061225,0.6969387755102041,24.707016275923753
0.9081632653061225,0.7030612244897959,24.689207624766496
0.9081632653061225,0.7091836734693877,24.672861973719737
0.9081632653061225,0.7153061224489796,24.657376550979208
0.9081632653061225,0.7214285714285714,24.642130339791695
0.9081632653061225,0.7275510204081632,24.62650232340397
0.9081632653061225,0.7336734693877551,24.609871485062804
0.9081632653061225,0.7397959183673469,24.591616808014976
0.9081632653061225,0.7459183673469387,24.571117275507262
0.9081632653061225,0.7520408163265306,24.547759401662177
0.9081632653061225,0.7581632653061224,24.521381553146675
0.9081632653061225,0.7642857142857142,24.49252246807158
0.9081632653061225,0.7704081632653061,24.461781131553632
0.9081632653061225,0.7765306122448979,24.429756528709582
0.9081632653061225,0.7826530612244897,24.39704764465617
0.9081632653061225,0.7887755102040817,24.364253464510135
0.9081632653061225,0.7948979591836735,24.33197297338824
0.9081632653061225,0.8010204081632653,24.300805156407222
0.9081632653061225,0.8071428571428572,24.271348998683827
0.9081632653061225,0.813265306122449,24.244203485334797
0.9081632653061225,0.8193877551020408,24.21996760147688
0.9081632653061225,0.8255102040816327,24.19924033222682
0.9081632653061225,0.8316326530612245,24.182620662701368
0.9081632653061225,0.8377551020408163,24.170707578017268
0.9081632653061225,0.8438775510204082,24.164100063291258
0.9081632653061225,0.85,24.163397103640094
0.9163265306122449,0.55,25.18796942408655
0.9163265306122449,0.5561224489795918,25.159449763910942
0.9163265306122449,0.5622448979591838,25.131760497533833
0.9163265306122449,0.5683673469387756,25.104828645159394
0.9163265306122449,0.5744897959183674,25.078581226991798
0.9163265306122449,0.5806122448979593,25.052945263235202
0.9163265306122449,0.5867346938775511,25.027847774093768
0.9163265306122449,0.5928571428571429,25.00321577977168
0.9163265306122449,0.5989795918367348,24.978976300473086
0.9163265306122449,0.6051020408163266,24.955056356402167
0.9163265306122449,0.6112244897959184,24.931382967763074
0.9163265306122449,0.6173469387755103,24.907883154759993
0.9163265306122449,0.6234693877551021,24.884483937597075
0.9163265306122449,0.6295918367346939,24.86111233647849
0.9163265306122449,0.6357142857142858,24.83769537160842
0.9163265306122449,0.6418367346938776,24.814160063191004
0.9163265306122449,0.6479591836734694,24.79043343143043
0.9163265306122449,0.6540816326530613,24.766458680263824
0.9163265306122449,0.6602040816326531,24.742367149524082
0.9163265306122449,0.6663265306122449,24.718411557041357
0.9163265306122449,0.6724489795918367,24.69484664361243
0.9163265306122449,0.6785714285714286,24.671927150034072
0.9163265306122449,0.6846938775510204,24.649907817103063
0.9163265306122449,0.6908163265306122,24.629043385616185
0.9163265306122449,0.6969387755102041,24.60958859637021
0.9163265306122449,0.7030612244897959,24.59177994521295
0.9163265306122449,0.7091836734693877,24.575434294166193
0.9163265306122449,0.7153061224489796,24.559948871425664
0.9163265306122449,0.7214285714285714,24.54470266023815
0.9163265306122449,0.7275510204081632,24.52907464385042
0.9163265306122449,0.7336734693877551,24.512443805509257
0.9163265306122449,0.7397959183673469,24.49418912846143
0.9163265306122449,0.7459183673469387,24.473689595953715
0.9163265306122449,0.7520408163265306,24.45033172210863
0.9163265306122449,0.7581632653061224,24.42395387359313
0.9163265306122449,0.7642857142857142,24.395094788518037
0.9163265306122449,0.7704081632653061,24.36435345200009
0.9163265306122449,0.7765306122448979,24.332328849156035
0.9163265306122449,0.7826530612244897,24.29961996510262
0.9163265306122449,0.7887755102040817,24.26682578495659
0.9163265306122449,0.7948979591836735,24.234545293834696
0.9163265306122449,0.8010204081632653,24.203377476853678
0.9163265306122449,0.8071428571428572,24.17392131913028
0.9163265306122449,0.813265306122449,24.146775805781253
0.9163265306122449,0.8193877551020408,24.122539921923334
0.9163265306122449,0.8255102040816327,24.101812652673278
